ID,Tweet,Affect Dimension,intensity
2017-En-21537,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror,fear,0.792
2017-En-20487,"False alarm, she's not coming out today ??",fear,0.521
2017-En-21285,When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here,fear,0.583
2017-En-21633,Look at me. Made it through the day without a meltdown. #anxiety,fear,0.667
2017-En-20201,still shaking though ??,fear,0.688
2017-En-20113,I dread math ??,fear,0.771
2017-En-21716,@WaterboysAS I would never strategically vote for someone I don't agree with. A lot of the Clinton vote based on fear and negativity.,fear,0.646
2017-En-20350,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",fear,0.588
2017-En-22169,#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,fear,0.75
2017-En-21354,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",fear,0.583
2017-En-20010,procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,fear,0.92
2017-En-20213,Nawaz Sharif's UN should start #????_???_?????? as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,fear,0.685
2017-En-20056,"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",fear,0.854
2017-En-20179,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS ??and pick up my new flat keys #anxiety",fear,0.7
2017-En-21715,two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets,fear,0.625
2017-En-21164,@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? #shocking,fear,0.52
2017-En-21495,0 excitement for this weekend just pure dread,fear,0.783
2017-En-20354,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,fear,0.583
2017-En-21990,@keyshamackie it's fucking dreadful for live footy matches,fear,0.509
2017-En-20494,you come running back to me saying how much you miss me then cower away when we acc try a friendship ????,fear,0.521
2017-En-20393,@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.,fear,0.562
2017-En-21316,second episode of AHS 6 here i go #panic,fear,0.75
2017-En-21708,Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO,fear,0.75
2017-En-20476,"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. ",fear,0.54
2017-En-22095,@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???,fear,0.583
2017-En-21294,?? ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear,0.833
2017-En-20215,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear,0.667
2017-En-20500,"I hate that if I don't start the conversation, there won't be one.",fear,0.521
2017-En-20346,@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,fear,0.6
2017-En-20382,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. ?? #insomnia  #notfair,fear,0.583
2017-En-20094,? ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear,0.797
2017-En-20519,Val is the type of woman you would dread bringing a donation for the bake sale #GBBO,fear,0.521
2017-En-21522,There is nothing like being in the shower when the power goes out ?? #creepy ,fear,0.875
2017-En-21784,-normal people scare me*,fear,0.708
2017-En-20188,Scott Dann injured aka my worst nightmare,fear,0.688
2017-En-20096,Jimmy Carr makes me want to cry and cry *shiver* ,fear,0.792
2017-En-20274,Librarians scare me,fear,0.646
2017-En-20064,Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo,fear,0.833
2017-En-21690,@abbeygray14 they're revolting,fear,0.542
2017-En-22079,Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare,fear,0.646
2017-En-20405,Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible,fear,0.562
2017-En-20268,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,fear,0.646
2017-En-21487,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,fear,0.896
2017-En-20123,When you arrive at the office the day before your first ever festival and the Internet is down #panic,fear,0.75
2017-En-20421,Now #India is #afraid of #bad .,fear,0.562
2017-En-20296,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,fear,0.625
2017-En-20407,So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,fear,0.562
2017-En-21565,"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern",fear,0.676
2017-En-22130,@YahooFantasy update may have been the worst mistake of my day #horrible,fear,0.708
2017-En-20038,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit ",fear,0.875
2017-En-20472,"@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.",fear,0.542
2017-En-20303,Today has dragged on #restless,fear,0.625
2017-En-20396,@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?,fear,0.562
2017-En-20160,"@JackAndAHat butter up the walls, nightmare",fear,0.708
2017-En-21538,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont ,fear,0.708
2017-En-21339,I hate freaking out and ruining things. #anxiety,fear,0.917
2017-En-21518,i'm... nervous about this test rip,fear,0.912
2017-En-22038,"@tcarrels  \nSo when exactly did you lose your mind, pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist  #conartist",fear,0.583
2017-En-20431,"@NeyaphemMaster @_James_Kellar_ @RavenMetamorph @MagnetoBroHood @jedi_paige Thomas' nervousness at being the group's focus is evident, 'I&gt;",fear,0.562
2017-En-20389,That old lady is cray cray #scared #BellaIsSoCute #awe #Empire,fear,0.574
2017-En-20463,so I picked up my phone!!!' #shocking ??,fear,0.542
2017-En-21607,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy ,fear,0.708
2017-En-20079,I'm getting so nervous for my first anatomy exam ??,fear,0.812
2017-En-20473,I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.,fear,0.54
2017-En-20485,@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..,fear,0.521
2017-En-20243,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",fear,0.663
2017-En-21435,Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear,0.812
2017-En-20189,"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",fear,0.688
2017-En-20131,@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,fear,0.75
2017-En-22210,"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and ",fear,0.729
2017-En-21280,@littlepieces Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare,fear,0.583
2017-En-21959,I really wanna take advantage of UofW's gym but i'm shy af.,fear,0.625
2017-En-20288,#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani,fear,0.625
2017-En-20226,World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,fear,0.667
2017-En-21958,#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,fear,0.854
2017-En-22198,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,fear,0.66
2017-En-21264,US you need to band together not apart #nevertrump he promotes hatred and fuels #fear,fear,0.729
2017-En-21768,Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread,fear,0.65
2017-En-20121,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear,0.771
2017-En-21643,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear,fear,0.629
2017-En-20401,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive,fear,0.562
2017-En-22251,and claimed that all of the same things could scare us\nbut we were tough because of ancestry,fear,0.542
2017-En-21969,I think I may have a mild anxiety problem. I think that's what this feeling may be..,fear,0.854
2017-En-21357,@sandrosmom The horror!,fear,0.688
2017-En-21890,I forgot #BB18 was on tonight ?? that is how much the real world has been distracting me #horrid ????????,fear,0.625
2017-En-20448,"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll",fear,0.542
2017-En-21730,Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. #nightmare,fear,0.667
2017-En-20306,we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues,fear,0.625
2017-En-20126,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,fear,0.75
2017-En-20078,@RossKemp Omg that is just horrific. Something needs to be done. ??,fear,0.82
2017-En-22002,@carlymarierozy @makeupsue it's sad but now we are making our own children vulnerable to the same terror.,fear,0.688
2017-En-20255,Your boy' is having a nightmare @VivaLaSergio,fear,0.646
2017-En-21924,"I'm not afraid to love, I'm afraid of not being loved back.",fear,0.812
2017-En-20084,"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",fear,0.812
2017-En-22129,"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends ",fear,0.604
2017-En-21586,These mets know how to give someone anxiety #mets #lgm #anxiety @mets,fear,0.729
2017-En-21631,@FoxNews also we are having riots and protests at alarming rate every time there's a person of color that is shot.,fear,0.604
2017-En-21263,a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,fear,0.604
2017-En-20415,@KarenL109 replace the carpet!! #shocking !!!!,fear,0.562
2017-En-22150,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created ,fear,0.562
2017-En-20459,@HillaryClinton @realDonaldTrump @BonfireLana #bully #Bullshit #fullofshit please take out the #garbage,fear,0.542
2017-En-21755,Don't understand reason for #Muslim countries citing #terrorism as reason for not taking #refugees. Aren't #terror attacks against infidels?,fear,0.75
2017-En-20496,When my life became such a concern to irrelevant ass people I'll never know,fear,0.521
2017-En-20047,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous ????,fear,0.854
